id,type,name,date,fromdate,todate,datetype,dateevent,datename,daterelation,dateplace,lon,lat,match
amnhc_2000086,Expedition,American Museum Congo Expedition (1909-1915),1915-11-12,,,chronitem,Lang returns to New York,,,,21.758664,-4.038333,Congo [DRC]
amnhc_2000086,Expedition,American Museum Congo Expedition (1909-1915),1988,,,resourcerelation,,,,,21.758664,-4.038333,Congo [DRC]
amnhc_2000087,Expedition,Petrunkevitch Expedition (1909),1909,,,existdates,,,,"Mexico, Texas",-99.901813,31.968599,Texas
amnhc_2000088,Expedition,Woods Hole Expedition,1909,,,existdates,,,,"Mexico, Texas",-99.901813,31.968599,Texas
amnhc_2000089,Expedition,Expedition to Vineyard Haven,1910,,,existdates,,,,"Nahant (Mass.), South Harpswell (Maine)",-69.445469,45.253783,Maine
amnhc_2000090,Expedition,Japanese Whaling Expedition (1910),1910,,,existdates,,,,Japanese Coast,,,
amnhc_2000091,Expedition,Vertebrate Palaeontology Expedition,1910,,,existdates,,,,"Cretaceous Dinosaur Beds, (Mont.), Alberta",,,
amnhc_2000092,Expedition,Richardson Colombian Expedition (1910-1911),1910,,,existdates,,,,"Cretaceous Dinosaur Beds, (Mont.), Alberta",,,
amnhc_2000093,Expedition,Chapman Mexican Expedition,1910,,,existdates,,,,"Orizaba, Mount (Mexico)",-102.552784,23.634501,Mexico
amnhc_2000094,Expedition,Cleveland H. Dodge Fund Expeditions,1910,,,existdates,,,,"Moon Lake, Mississippi",-89.398528,32.354668,Mississippi
amnhc_2000095,Expedition,Canadian Indian Study Expedition,1911,,,existdates,,,,"Alaskan Coast, Saskatchewan, Alberta, Canada",71.876519,-6.343194,British Indian Ocean Territory
amnhc_2000096,Expedition,Chapman Colombian Expedition of the American Museum of Natural History (1911-1912),1911,,,existdates,,,,Western Colombia (Cauca Valley),-74.297333,4.570868,Colombia
amnhc_2000097,Expedition,Ohio Expedition,1911,,,existdates,,,,"Cleveland, Lorain, Delaware, and Sandusky, Ohio and Kentucky",-82.907123,40.417287,Ohio
amnhc_2000098,Expedition,"Vertebrate Palaeontology Expeditions to U.S., Mexico, Canada and Cuba",1911,,,existdates,,,,"Cleveland, Lorain, Delaware, and Sandusky, Ohio and Kentucky",-106.346771,56.130366,Canada
amnhc_2000099,Expedition,West Indies Expedition of the American Museum of Natural History (1911),1911,,,existdates,,,,"Domenica, Lesser Antilles, British Guiana, Northern Brazil",71.876519,-6.343194,British Indian Ocean Territory
amnhc_2000101,Expedition,Anthony Oregon Expedition (1912),1912,,,existdates,,,,Eastern Oregon,-120.554201,43.804133,Oregon
amnhc_2000102,Expedition,Beutenmüller Expeditions to the Black Mountains (1895-1912),1912,,,existdates,,,,Eastern Oregon,-120.554201,43.804133,Oregon
amnhc_2000103,Expedition,Columbian Expedition,1912,,,existdates,,,,"Ecuador, Colombia (Central Andes, Bogota, Amazon)",-74.297333,4.570868,Colombia
amnhc_2000104,Expedition,Entomological Expedition (1911),1912,,,existdates,,,,"Ecuador, Colombia (Central Andes, Bogota, Amazon)",-74.297333,4.570868,Colombia
amnhc_2000105,Expedition,African Expedition of the American Museum of Natural History (3rd : 1912-1913),1912,,,existdates,,,,British East Africa (Cheringani Range),71.876519,-6.343194,British Indian Ocean Territory
amnhc_2000106,Expedition,Vertebrate Palaeontology Expedition,1912,,,existdates,,,,"Cretaceous beds of Red Deer River, Alberta, Canada, New Mexico, Wyoming, Nebraska",-99.901813,41.492537,Nebraska
amnhc_2000107,Expedition,South Georgia Island Expedition of the American Museum of Natural History (1912-1913),1912,,,existdates,,,,"Cretaceous beds of Red Deer River, Alberta, Canada, New Mexico, Wyoming, Nebraska",-36.587909,-54.429579,South Georgia and the South Sandwich Islands
amnhc_2000108,Expedition,Brewster-Sanford Expedition of the American Museum of Natural History (1912-1917),1917,,,cpfrelation,,,"""S.S. Guayana""",,,,
amnhc_2000108,Expedition,Brewster-Sanford Expedition of the American Museum of Natural History (1912-1917),1915,,,cpfrelation,,,Captain Grande,,,,
amnhc_2000108,Expedition,Brewster-Sanford Expedition of the American Museum of Natural History (1912-1917),1914,,,cpfrelation,,,"""Leguri""",,,,
amnhc_2000108,Expedition,Brewster-Sanford Expedition of the American Museum of Natural History (1912-1917),1916,,,cpfrelation,,,"""S.S. Oronsa""",,,,
amnhc_2000109,Expedition,Atlantic Shore Life Expeditions (1913),1913,,,existdates,,,,Nahaut (Mass.),,,
amnhc_2000110,Expedition,Borden Expedition,1913,,,existdates,,,,Alaskan Coast,,,
amnhc_2000111,Expedition,Brewster-Sanford Expedition of the American Museum of Natural History (1912-1917),1913,,,existdates,,,,"Lima, Peru",-75.015152,-9.189967,Peru
amnhc_2000112,Expedition,Hovey Expedition to Central America,1913,,,existdates,,,,"Lima, Peru",-75.015152,-9.189967,Peru
amnhc_2000113,Expedition,Paleolithic Study Trip to Europe,1913,,,existdates,,,,"Europe, including Puente Viesgo, Spain",-3.74922,40.463667,Spain
amnhc_2000114,Expedition,South American Ornithology Expedition (1912-1913),1913,,,existdates,,,,"Bogota (Colombia), Northeastern Venezuela",-66.58973,6.42375,Venezuela
amnhc_2000115,Expedition,Vertebrate Palaeontology Expeditions,1913,,,existdates,,,,"Alberta, Canada",-106.346771,56.130366,Canada
amnhc_2000116,Expedition,Barnes-Kearton Expedition to Central Africa,1913,,,existdates,,,,"Alberta, Canada",22.937506,-30.559482,South Africa
amnhc_2000117,Expedition,Crocker Land Expedition (1913-1917),1913,,,existdates,,,,"Alberta, Canada",-106.346771,56.130366,Canada
amnhc_2000118,Expedition,Roosevelt South American Expeditions (1913-1917),1913,,,existdates,,,,"Alberta, Canada",-106.346771,56.130366,Canada
amnhc_2000119,Expedition,Expedition to Eastern Panama,1913,,,existdates,,,,"Alberta, Canada",-80.782127,8.537981,Panama
amnhc_2000120,Expedition,Shiras Expedition to Panama (1914),1914,,,existdates,,,,"Gatun Lake Region, Panama",-80.782127,8.537981,Panama
amnhc_2000121,Expedition,Biological Expedition to Puerto Rico (1914),1914,,,existdates,,,,"Puerto Rico, Florida",-66.590149,18.220833,Puerto Rico
amnhc_2000122,Expedition,Miller Colombian Expedition,1914,,,existdates,,,,"Puerto Rico, Florida",-66.590149,18.220833,Puerto Rico
amnhc_2000123,Expedition,Vertebrate Palaeontology Expedition,1914,,,existdates,,,,"Puerto Rico, Florida",-66.590149,18.220833,Puerto Rico
amnhc_2000124,Expedition,Devilfish Expedition (1914),1914,,,existdates,,,,West Coast of Florida,-81.515754,27.664827,Florida
amnhc_2000125,Expedition,Collins-Day Expedition to South America (1915),1914,,,existdates,,,,West Coast of Florida,-81.515754,27.664827,Florida
amnhc_2000126,Expedition,Expeditions to Eastern Panama (1914-1915),1915,,,existdates,,,,Tacarcuna region (Panama),-80.782127,8.537981,Panama
amnhc_2000127,Expedition,Santo Domingo Expedition (1915),1915,,,existdates,,,,"Sanchez, Santo Domingo",,,
amnhc_2000128,Expedition,Crampton Antilles Expeditions,1915,,,existdates,,,,"Sanchez, Santo Domingo",-69.060087,12.226079,Netherlands Antilles
amnhc_2000129,Expedition,Hovey West Indies Expedition,1915,,,existdates,,,,"Sanchez, Santo Domingo",,,
amnhc_2000130,Expedition,Chapman Colombian Expedition,1916,,,existdates,,,,"Colombia, Bolivia, Peru, Argentina, Brazil",-51.92528,-14.235004,Brazil
amnhc_2000132,Expedition,Nicaraguan Expedition (1st : 1916),1916,,,existdates,,,,"Colombia, Bolivia, Peru, Argentina, Brazil",-51.92528,-14.235004,Brazil
amnhc_2000133,Expedition,North Carolina Expedition (1916),1916,,,existdates,,,,Mountains of North Carolina,-79.0193,35.759573,North Carolina
amnhc_2000134,Expedition,Vertebrate Palaeontology Expeditions,1916,,,existdates,,,,Northwest Montana,-110.362566,46.879682,Montana
amnhc_2000135,Expedition,Asiatic Zoölogical Expedition (1st : 1916-1917),1916,,,place,,,,San Francisco (Calif.),,,
amnhc_2000135,Expedition,Asiatic Zoölogical Expedition (1st : 1916-1917),1916-03-28,,,chronitem,Left San Francisco,,,,,,
amnhc_2000135,Expedition,Asiatic Zoölogical Expedition (1st : 1916-1917),1916-07,,,chronitem,Heller joined group,,,,,,
amnhc_2000135,Expedition,Asiatic Zoölogical Expedition (1st : 1916-1917),1916-08-06,,,chronitem,began travel to Ta-Li Fu in Yunnan Province,,,,,,
amnhc_2000135,Expedition,Asiatic Zoölogical Expedition (1st : 1916-1917),1916-11,,,chronitem,reached Yangtze River,,,,,,
amnhc_2000135,Expedition,Asiatic Zoölogical Expedition (1st : 1916-1917),1917-01-13,,,chronitem,Mekong to Nam-Ting Valley,,,,,,
amnhc_2000135,Expedition,Asiatic Zoölogical Expedition (1st : 1916-1917),1917-06-09,,,chronitem,Left for Rangoon,,,,,,
amnhc_2000135,Expedition,Asiatic Zoölogical Expedition (1st : 1916-1917),1917-10-01,,,chronitem,Returned to New York,,,,-74.217933,43.299428,New York
amnhc_2000136,Expedition,Nelson Kentucky Expedition,1917-10-01,,,chronitem,Returned to New York,,,,-84.270018,37.839333,Kentucky
amnhc_2000137,Expedition,Primitive Peoples,1918,,,existdates,,,,"Aztec, New Mexico",-105.032363,34.97273,New Mexico
amnhc_2000138,Expedition,Eastman Expedition to South America,1917-06,,,existdates,,,,"Brazil, Paraguay, Uruguay, Argentina",-63.616672,-38.416097,Argentina
amnhc_2000139,Expedition,Nicaraguan Expedition,1917,,,existdates,,,,"No. highlands, tropical forest, Mombacho, El Viejo volcanoes",,,
amnhc_2000140,Expedition,Puerto Rican Expedition,1917,,,existdates,,,,"No. highlands, tropical forest, Mombacho, El Viejo volcanoes",-66.590149,18.220833,Puerto Rico
amnhc_2000141,Expedition,Rainey Asiatic Expedition 1918-1919,1917,,,existdates,,,,"No. highlands, tropical forest, Mombacho, El Viejo volcanoes",,,
amnhc_2000142,Expedition,Vertebrate Palaeontology Expedition,1918,,,existdates,,,,"Huerfano Basin, Colorado",-105.782067,39.550051,Colorado
amnhc_2000143,Expedition,Vertebrate Palaeontology Expedition,1918,,,existdates,,,,"Snake Creek, Western Nebraska",-99.901813,41.492537,Nebraska
amnhc_2000144,Expedition,Spinden Central American Expedition,1918,,,existdates,,,,"Snake Creek, Western Nebraska",-99.901813,41.492537,Nebraska
amnhc_2000145,Expedition,Aztec Excavation,1922,,,existdates,,,,"Aztec, New Mexico",-105.032363,34.97273,New Mexico
amnhc_2000145,Expedition,Aztec Excavation,,1920,1922,existdates,,,,"Aztec, New Mexico",-105.032363,34.97273,New Mexico
amnhc_2000146,Expedition,Arizona Expedition,1919,,,existdates,,,,Southeastern Arizona (Huachuca Mountains),-111.093731,34.048928,Arizona
amnhc_2000147,Expedition,Brown Cuban Expedition (1918-1919),1919,,,existdates,,,,Southeastern Arizona (Huachuca Mountains),-111.093731,34.048928,Arizona
amnhc_2000148,Expedition,Cherrie Venezuelan Expedition,1919,,,existdates,,,,Venezuela,-66.58973,6.42375,Venezuela
amnhc_2000149,Expedition,Crampton Polynesia Expedition,1919,,,existdates,,,,"Moorea, Society Islands",-149.406843,-17.679742,French Polynesia
amnhc_2000150,Expedition,Havasupai Indian Expedition,1919,,,existdates,,,,Arizona,71.876519,-6.343194,British Indian Ocean Territory
amnhc_2000151,Expedition,Southwest Indian,1919,,,existdates,,,,"Arizona (Apache, Zuni), Rio Verde Valley, Havasupai tribe",71.876519,-6.343194,British Indian Ocean Territory
amnhc_2000152,Expedition,Spinden Central American Expedition,1919,,,existdates,,,,"Nicaragua, Colombia",-74.297333,4.570868,Colombia
amnhc_2000153,Expedition,Vertebrate Palaeontology,1919,,,existdates,,,,"Agate, Nebraska",-99.901813,41.492537,Nebraska
amnhc_2000154,Expedition,Asiatic Expedition (2nd : 1918-1919),1918-06-28,,,chronitem,Roy Chapman Andrews sailed to China,,,,104.195397,35.86166,China
amnhc_2000154,Expedition,Asiatic Expedition (2nd : 1918-1919),1918-09,,,chronitem,Yvette and George arrived,,,,,,
amnhc_2000154,Expedition,Asiatic Expedition (2nd : 1918-1919),1919-02,,,chronitem,Most of equipment in Urga,,,,,,
amnhc_2000154,Expedition,Asiatic Expedition (2nd : 1918-1919),1919-05-17,,,chronitem,left Kalgan for Urga with group and more equipment,,,,,,
amnhc_2000154,Expedition,Asiatic Expedition (2nd : 1918-1919),1919-06-16,,,chronitem,returned from southwest excursion,,,,,,
amnhc_2000154,Expedition,Asiatic Expedition (2nd : 1918-1919),1919-10-01,,,chronitem,"specimen caravan set off, followed by them",,,,,,
amnhc_2000154,Expedition,Asiatic Expedition (2nd : 1918-1919),1919-11,,,chronitem,returned to Peking from hunting excursion with Caldwell,,,,,,
amnhc_2000154,Expedition,Asiatic Expedition (2nd : 1918-1919),1920-02,,,chronitem,returned to New York,,,,-74.217933,43.299428,New York
amnhc_2000154,Expedition,Asiatic Expedition (2nd : 1918-1919),1919,,,cpfrelation,,,"Caldwell, Harry R.",,,,
amnhc_2000154,Expedition,Asiatic Expedition (2nd : 1918-1919),1919,,,cpfrelation,,,"Smith, Everett",,,,
amnhc_2000155,Expedition,Anthony Jamaica Expedition (1919-1920),1919,,,cpfrelation,,,"Smith, Everett",,-77.297508,18.109581,Jamaica
amnhc_2000156,Expedition,Ruthling Mexican Expedition,1919,,,cpfrelation,,,"Smith, Everett",,,,
amnhc_2000157,Expedition,Watson Jamaican Expedition,1919,,,cpfrelation,,,"Smith, Everett",,,,
amnhc_2000158,Expedition,Colorado Entomological Expedition,1919,,,cpfrelation,,,"Smith, Everett",,-105.782067,39.550051,Colorado
amnhc_2000159,Expedition,Cartier Expedition 1920,1920,,,existdates,,,,Chaco Canyon,,,
amnhc_2000159,Expedition,Cartier Expedition 1920,1893,,,place,,,,Chaco Canyon,,,
amnhc_2000159,Expedition,Cartier Expedition 1920,1902,,,place,,,,Chaco Canyon,,,
amnhc_2000159,Expedition,Cartier Expedition 1920,1920,,,cpfrelation,,,Nels Nelson,,,,
amnhc_2000159,Expedition,Cartier Expedition 1920,1920,,,cpfrelation,,,John Wetherill,,,,
amnhc_2000160,Expedition,Archer M. Huntington Survey,1920,,,existdates,,,,Navajo Reservation,,,
amnhc_2000161,Expedition,William Percy Expedtion,1920,,,existdates,,,,"Guaqui, Bolivia",-63.588653,-16.290154,Bolivia
amnhc_2000162,Expedition,Crampton South Seas Expedition,1920,,,existdates,,,,"Guaqui, Bolivia",-63.588653,-16.290154,Bolivia
amnhc_2000163,Expedition,Sullivan Hawaiian Expedition,1920,,,existdates,,,,"Guaqui, Bolivia",-63.588653,-16.290154,Bolivia
amnhc_2000164,Expedition,Whitney South Sea Expedition of the American Museum of Natural History (1920-1941),1941,,,chronitem,Leader: G. Reid Henry,,,,,,
amnhc_2000164,Expedition,Whitney South Sea Expedition of the American Museum of Natural History (1920-1941),1922,,,cpfrelation,,,"Curtis, Charles Cutler",,,,
amnhc_2000164,Expedition,Whitney South Sea Expedition of the American Museum of Natural History (1920-1941),1941,,,cpfrelation,,,"Henry, G. Reid",,,,
amnhc_2000164,Expedition,Whitney South Sea Expedition of the American Museum of Natural History (1920-1941),1924,,,cpfrelation,,,"Bryan, E. H. (Edwin Horace), 1898-1985",,,,
amnhc_2000165,Expedition,Anthony-Tate Expeditions to Ecuador (1920-1924),1924,,,existdates,,,,Ecuador (Portovelo),-78.183406,-1.831239,Ecuador
amnhc_2000165,Expedition,Anthony-Tate Expeditions to Ecuador (1920-1924),,1920-06,1924,existdates,,,,Ecuador (Portovelo),-78.183406,-1.831239,Ecuador
amnhc_2000166,Expedition,Arikara Expedition,1921,,,existdates,,,,North Dakota,-101.002012,47.551493,North Dakota
amnhc_2000167,Expedition,Central Asiatic Expeditions (1921-1930),1922,,,chronitem,season one,,,,,,
amnhc_2000167,Expedition,Central Asiatic Expeditions (1921-1930),1923,,,chronitem,season two,,,,,,
amnhc_2000167,Expedition,Central Asiatic Expeditions (1921-1930),1924,,,chronitem,"no season planned, returned to United States to work on collection, plan continued work and raise funds.",,,,-95.712891,37.09024,United States
amnhc_2000167,Expedition,Central Asiatic Expeditions (1921-1930),1925,,,chronitem,season three,,,,,,
amnhc_2000167,Expedition,Central Asiatic Expeditions (1921-1930),1926,,,chronitem,season cancelled due to Chinese Civil War,,,,,,
amnhc_2000167,Expedition,Central Asiatic Expeditions (1921-1930),1927,,,chronitem,season cancelled due to Chinese Civil War,,,,,,
amnhc_2000167,Expedition,Central Asiatic Expeditions (1921-1930),1928,,,chronitem,season four,,,,,,
amnhc_2000167,Expedition,Central Asiatic Expeditions (1921-1930),1929,,,chronitem,season cancelled due to the inability to agree to conditions for the Expedition with the Chinese Commission for the Preservation of Ancient Objects,,,,,,
amnhc_2000167,Expedition,Central Asiatic Expeditions (1921-1930),1930,,,chronitem,season five,,,,,,
amnhc_2000167,Expedition,Central Asiatic Expeditions (1921-1930),1918,,,cpfrelation,,,Rainey Asiatic Expedition,,,,
amnhc_2000167,Expedition,Central Asiatic Expeditions (1921-1930),1922,,,cpfrelation,,,"Badmajapoff, T.",,,,
amnhc_2000167,Expedition,Central Asiatic Expeditions (1921-1930),1925,,,cpfrelation,,,"Butler, Frederick B.",,,,
amnhc_2000167,Expedition,Central Asiatic Expeditions (1921-1930),1925,,,cpfrelation,,,"Chaney, Ralph Works, 1890-1971.",,,,
amnhc_2000167,Expedition,Central Asiatic Expeditions (1921-1930),1922,,,cpfrelation,,,"Colgate, S. Bayard (Samuel Bayard), 1898-",,,,
amnhc_2000167,Expedition,Central Asiatic Expeditions (1921-1930),1930,,,cpfrelation,,,"Garber, A. Z.",,,,
amnhc_2000167,Expedition,Central Asiatic Expeditions (1921-1930),1928,,,cpfrelation,,,"Hill, Maj. Gen. William P.T. (1895-1965)+D28",,,,
amnhc_2000167,Expedition,Central Asiatic Expeditions (1921-1930),1928,,,cpfrelation,,,"Horváth, G.",,,,
amnhc_2000167,Expedition,Central Asiatic Expeditions (1921-1930),1923,,,cpfrelation,,,"Johnson, Albert F.",,,,
amnhc_2000167,Expedition,Central Asiatic Expeditions (1921-1930),1923,,,cpfrelation,,,"Johnson, C. Vance",,,,
amnhc_2000167,Expedition,Central Asiatic Expeditions (1921-1930),1923,,,cpfrelation,,,"Kaisen, Peter C.",,,,
amnhc_2000167,Expedition,Central Asiatic Expeditions (1921-1930),1925,,,cpfrelation,,,"Loucks, H. A.",,,,
amnhc_2000167,Expedition,Central Asiatic Expeditions (1921-1930),1925,,,cpfrelation,,,"Lovell, Norman.",,,,
amnhc_2000167,Expedition,Central Asiatic Expeditions (1921-1930),1925,,,cpfrelation,,,"Nelson, Nels C. (Nels Christian), (1875-1964).",,,,
amnhc_2000167,Expedition,Central Asiatic Expeditions (1921-1930),1928,,,cpfrelation,,,"Pérez, José A. (José Antonio)",,,,
amnhc_2000167,Expedition,Central Asiatic Expeditions (1921-1930),1928,,,cpfrelation,,,"Pond, Alonzo William, 1894-1986.",,,,
amnhc_2000167,Expedition,Central Asiatic Expeditions (1921-1930),1925,,,cpfrelation,,,"Roberts, Leo Bond",,,,
amnhc_2000167,Expedition,Central Asiatic Expeditions (1921-1930),1925,,,cpfrelation,,,"Robinson, H. O.",,,,
amnhc_2000167,Expedition,Central Asiatic Expeditions (1921-1930),1928,,,cpfrelation,,,"Spock, Leslie Erskine, 1900-",,,,
amnhc_2000167,Expedition,Central Asiatic Expeditions (1921-1930),1930,,,cpfrelation,,,"de Chardin, Rev. Pierre Teilhard (1881-1955)",,,,
amnhc_2000167,Expedition,Central Asiatic Expeditions (1921-1930),1930,,,cpfrelation,,,"Wyman, Walker Demarquis, 1907-",,,,
amnhc_2000167,Expedition,Central Asiatic Expeditions (1921-1930),1925,,,resourcerelation,,,,,,,
amnhc_2000167,Expedition,Central Asiatic Expeditions (1921-1930),1928,,,resourcerelation,,,,,,,
amnhc_2000167,Expedition,Central Asiatic Expeditions (1921-1930),,1922,1925,cpfrelation,,,"Morris, Frederick K. (Frederick Kuhne), (1886-1962)",,,,
amnhc_2000167,Expedition,Central Asiatic Expeditions (1921-1930),,1922,1928,cpfrelation,,,"Shackelford, James B.",,,,
amnhc_2000167,Expedition,Central Asiatic Expeditions (1921-1930),,1928,1930,cpfrelation,,,Tserin,,,,
amnhc_2000167,Expedition,Central Asiatic Expeditions (1921-1930),,1925,1928,resourcerelation,,,,,,,
amnhc_2000168,Expedition,Australian Expedition (1st : 1921-1922),1928,,,resourcerelation,,,,,,,
amnhc_2000169,Expedition,Akeley African Expedition to the Belgian Congo of the American Museum of Natural History (1921-1922),1928,,,resourcerelation,,,,,21.758664,-4.038333,Congo [DRC]
amnhc_2000170,Expedition,Watson Haiti Expedition,1928,,,resourcerelation,,,,,-72.285215,18.971187,Haiti
amnhc_2000171,Expedition,Brown India Expedition (1921-1925),1928,,,resourcerelation,,,,,78.96288,20.593684,India
amnhc_2000173,Expedition,Azores Expedition (1922),1922,,,existdates,,,,"Azores, Cape Verde Islands",-24.013197,16.002082,Cape Verde
amnhc_2000174,Expedition,Holt Brazil Expedition (1921-1922),1922,,,existdates,,,,Eastern Brazil (Mt. Itatiaya),-51.92528,-14.235004,Brazil
amnhc_2000175,Expedition,Ecuador Expedition (1922),1922,,,existdates,,,,Eastern Brazil (Mt. Itatiaya),-78.183406,-1.831239,Ecuador
amnhc_2000176,Expedition,New York State Archaeological Trip,1922,,,existdates,,,,Hudson River,-74.217933,43.299428,New York
amnhc_2000177,Expedition,Heilprin Expedition to Santo Domingo of the American Museum of Natural History (1st : 1922),1922,,,existdates,,,,Hudson River,,,
amnhc_2000178,Expedition,Southwest Indian Expedition,1922,,,existdates,,,,"Southern Utah, Navajo mountain region of New Mexico",71.876519,-6.343194,British Indian Ocean Territory
amnhc_2000179,Expedition,Tate Ecuador Expedition,1922,,,existdates,,,,Ecuador,-78.183406,-1.831239,Ecuador
amnhc_2000180,Expedition,Vertebrate Palaeontology (Nebraska Field Expedition),1925,,,existdates,,,,"Snake Creek and Agate fossil quarries, Western Nebraska",-99.901813,41.492537,Nebraska
amnhc_2000181,Expedition,Peru Expeditions (1922-1926),1925,,,existdates,,,,"Snake Creek and Agate fossil quarries, Western Nebraska",-75.015152,-9.189967,Peru
amnhc_2000182,Expedition,Faunthorpe-Vernay Expedition of the American Museum of Natural History (1922-1923),1927,,,place,,,,India,78.96288,20.593684,India
amnhc_2000182,Expedition,Faunthorpe-Vernay Expedition of the American Museum of Natural History (1922-1923),1919,,,chronitem,Faunthorpe visits the American Museum of Natural History (AMNH) and develops the idea of an Expedition to create a collection of Asian Mammals. He approaches President Osborne with the concept. Vernay becomes involved and agrees to help finance the trip.,,,,,,
amnhc_2000182,Expedition,Faunthorpe-Vernay Expedition of the American Museum of Natural History (1922-1923),1922,,,chronitem,"The Expedition is planned to begin at the end of 1922, with funding from Vernay and Faunthorpe, as well as monies from the Jesup fund. The museum will send John Jonas as taxidermist and George M. Dyott as photographer and cinematographer.",,,,,,
amnhc_2000182,Expedition,Faunthorpe-Vernay Expedition of the American Museum of Natural History (1922-1923),1922-12,,,chronitem,"John Jonas travels to Lucknow to meet Faunthorpe, hunting in Kheri region.",,,,,,
amnhc_2000182,Expedition,Faunthorpe-Vernay Expedition of the American Museum of Natural History (1922-1923),1923-01,,,chronitem,"Vernay travels from London to Lucknow to meet Expedition, they travel to northern Nepal.",,,,,,
amnhc_2000182,Expedition,Faunthorpe-Vernay Expedition of the American Museum of Natural History (1922-1923),1923-02,,,chronitem,"Group travels to the Bhopal state, then tiger hunt in east Nepal.",,,,,,
amnhc_2000182,Expedition,Faunthorpe-Vernay Expedition of the American Museum of Natural History (1922-1923),1923-03,,,chronitem,"Bagaha and the Gandak Valley, then the Billigirirangan Hills.",,,,,,
amnhc_2000182,Expedition,Faunthorpe-Vernay Expedition of the American Museum of Natural History (1922-1923),1923-04,,,chronitem,"Faunthorpe travels north to Oudh, where Vernay joins on April 19 after continuing to hunt bison.",,,,,,
amnhc_2000182,Expedition,Faunthorpe-Vernay Expedition of the American Museum of Natural History (1922-1923),1923-06,,,chronitem,First season of collecting ends.,,,,,,
amnhc_2000182,Expedition,Faunthorpe-Vernay Expedition of the American Museum of Natural History (1922-1923),1926,,,chronitem,"Faunthorpe reveals specimens of wild boar secured and plans to acquire leopard, wild dog and antelope in 1926 and early 1927.",,,,,,
amnhc_2000182,Expedition,Faunthorpe-Vernay Expedition of the American Museum of Natural History (1922-1923),1927-11,,,chronitem,"Vernay sailed to Bombay to meet Faunthorpe, traveled to Burma to try to secure the Rhinoceros sondaicus. Butler and Rosenkranz joined expedition to collect background material and accessories for the exhibit dioramas.",,,,95.956223,21.913965,Myanmar [Burma]
amnhc_2000182,Expedition,Faunthorpe-Vernay Expedition of the American Museum of Natural History (1922-1923),1928-04-23,,,chronitem,Display of a series of groups which will be the basis of the Hall.,,,,,,
amnhc_2000182,Expedition,Faunthorpe-Vernay Expedition of the American Museum of Natural History (1922-1923),1920-11,,,chronitem,The South Asiatic Hall opens at the American Museum of Natural History.,,,,,,
amnhc_2000182,Expedition,Faunthorpe-Vernay Expedition of the American Museum of Natural History (1922-1923),1923,,,cpfrelation,,,Maharaja Sir Chandra Shamshere Jung,,,,
amnhc_2000182,Expedition,Faunthorpe-Vernay Expedition of the American Museum of Natural History (1922-1923),1923,,,cpfrelation,,,Turner,,,,
amnhc_2000182,Expedition,Faunthorpe-Vernay Expedition of the American Museum of Natural History (1922-1923),1923,,,cpfrelation,,,Kunwar Dillipat Shah of Khairigarh,,,,
amnhc_2000182,Expedition,Faunthorpe-Vernay Expedition of the American Museum of Natural History (1922-1923),1923,,,cpfrelation,,,"O’Connor, Colonel",,,,
amnhc_2000182,Expedition,Faunthorpe-Vernay Expedition of the American Museum of Natural History (1922-1923),1923,,,cpfrelation,,,"Fremlin, Captain",,,,
amnhc_2000182,Expedition,Faunthorpe-Vernay Expedition of the American Museum of Natural History (1922-1923),1923,,,cpfrelation,,,"Morris, Ralph",,,,
amnhc_2000182,Expedition,Faunthorpe-Vernay Expedition of the American Museum of Natural History (1922-1923),1923,,,cpfrelation,,,Van Ingen,,,,
amnhc_2000182,Expedition,Faunthorpe-Vernay Expedition of the American Museum of Natural History (1922-1923),1924,,,cpfrelation,,,"Percy-Smith, Col. E.",,,,
amnhc_2000182,Expedition,Faunthorpe-Vernay Expedition of the American Museum of Natural History (1922-1923),1924,,,cpfrelation,,,"Stockley, Major C. H.",,,,
amnhc_2000182,Expedition,Faunthorpe-Vernay Expedition of the American Museum of Natural History (1922-1923),1927,,,cpfrelation,,,"Smith, H. C.",,,,
amnhc_2000182,Expedition,Faunthorpe-Vernay Expedition of the American Museum of Natural History (1922-1923),1929,,,cpfrelation,,,His Highness Sir Mahabat Khan Nawab,,,,
amnhc_2000182,Expedition,Faunthorpe-Vernay Expedition of the American Museum of Natural History (1922-1923),1930,,,cpfrelation,,,American Museum Of Natural History Hall Of South Asiatic Mammals,,,,
amnhc_2000182,Expedition,Faunthorpe-Vernay Expedition of the American Museum of Natural History (1922-1923),1923,,,resourcerelation,,,,,,,
amnhc_2000182,Expedition,Faunthorpe-Vernay Expedition of the American Museum of Natural History (1922-1923),1924,,,resourcerelation,,,,,,,
amnhc_2000183,Expedition,British Guiana Expedition (1922-1923),1924,,,resourcerelation,,,,,-53.125782,3.933889,French Guiana
amnhc_2000184,Expedition,Expedition to Mount Desert Island,1923,,,existdates,,,,"Mt. Desert Island, Maine (Harpswell Laboratory)",-69.445469,45.253783,Maine
amnhc_2000185,Expedition,"Expedition to Navajo Reservation, New Mexico",1923,,,existdates,,,,"Shiprock, New Mexico",-105.032363,34.97273,New Mexico
amnhc_2000186,Expedition,Frick Expedition to Mexico,1923,,,existdates,,,,Valley of Mexico,-105.032363,34.97273,New Mexico
amnhc_2000187,Expedition,Gila Monster Expedition,1923,,,existdates,,,,"Catalina Mountains, Arizona",-111.093731,34.048928,Arizona
